,feature_name,word,zwickau,zwickau norm.,london,london norm.,breslau,breslau norm.,zwickau / london,zwickau / breslau,london / breslau,version with higher score
37,word_counter,iuxta,72,0.002680565897244974,89,0.0029625191398708474,27,0.0027256208358570565,0.9048265245509383,0.9834698436336559,1.0869153555392819,london
38,word_counter,quo,69,0.0025688756515264335,92,0.003062379335596831,28,0.002826569755703614,0.838849590469099,0.9088315072864589,1.083426060657936,london
39,word_counter,ila,67,0.002494415487714073,40,0.0013314692763464484,10,0.0010094891984655764,1.8734307520476543,2.4709679821295607,1.3189534651487917,zwickau
40,word_counter,quam,66,0.0024571854058078927,64,0.0021303508421543172,32,0.0032303654350898446,1.153418186895011,0.7606524571854058,0.6594767325743959,zwickau
41,word_counter,sub,66,0.0024571854058078927,70,0.0023300712336062845,29,0.0029275186755501714,1.054553770875439,0.8393406424114823,0.7959201944863399,london
42,word_counter,nunc,65,0.0024199553239017124,77,0.002563078356966913,30,0.0030284675953967293,0.9441597122163019,0.7990692479523455,0.8463284734704747,london
43,word_counter,austrum,63,0.0023454951600893523,77,0.002563078356966913,38,0.0038360589541691905,0.9151086441481081,0.6114335541011875,0.6681540580030063,london
44,word_counter,montis,63,0.0023454951600893523,54,0.0017974835230677051,43,0.004340803553401979,1.3048771407297097,0.5403366292057006,0.41409004138392297,zwickau
45,word_counter,siue,63,0.0023454951600893523,51,0.0016976233273417215,24,0.0024227740763173833,1.3816346195961633,0.9681031273268802,0.7006940283602956,zwickau
46,word_counter,mons,62,0.002308265078183172,82,0.002729512016510219,32,0.0032303654350898446,0.8456695058387665,0.7145523082650782,0.8449545636109446,london
47,word_counter,orientem,62,0.002308265078183172,71,0.0023633579655149457,36,0.0036341611144760752,0.9766887250532233,0.6351576073467362,0.6503173335108625,london
48,word_counter,sicud,62,0.002308265078183172,6,0.00019972039145196724,0,0.0,11.557483246463143,0.0,0.0,zwickau
